id,scheme_slug,document_name,is_mandatory,description
2703,haryana-micro-enterprise-collateral-free-loan,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2704,haryana-micro-enterprise-collateral-free-loan,PAN Card,1,Official PAN Card for verification
2705,haryana-micro-enterprise-collateral-free-loan,Aadhaar Card,1,Official Aadhaar Card for verification
2706,haryana-micro-enterprise-collateral-free-loan,Bank Account Statement,1,Official Bank Account Statement for verification
2707,haryana-women-entrepreneur-startup-grant,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2708,haryana-women-entrepreneur-startup-grant,PAN Card,1,Official PAN Card for verification
2709,haryana-women-entrepreneur-startup-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2710,haryana-women-entrepreneur-startup-grant,Bank Account Statement,1,Official Bank Account Statement for verification
2711,haryana-export-promotion-quality-certification-subsidy,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2712,haryana-export-promotion-quality-certification-subsidy,PAN Card,1,Official PAN Card for verification
2713,haryana-export-promotion-quality-certification-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2714,haryana-export-promotion-quality-certification-subsidy,Bank Account Statement,1,Official Bank Account Statement for verification
2715,haryana-credit-linked-capital-subsidy-for-tech-upgradation,Udyam Registration Certificate,1,Official Udyam Registration Certificate for verification
2716,haryana-credit-linked-capital-subsidy-for-tech-upgradation,PAN Card,1,Official PAN Card for verification
2717,haryana-credit-linked-capital-subsidy-for-tech-upgradation,Aadhaar Card,1,Official Aadhaar Card for verification
2718,haryana-credit-linked-capital-subsidy-for-tech-upgradation,Bank Account Statement,1,Official Bank Account Statement for verification
2719,haryana-e-vehicle-green-mobility-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2720,haryana-e-vehicle-green-mobility-subsidy,Electricity / Property Bill,1,Official Electricity / Property Bill for verification
2721,haryana-e-vehicle-green-mobility-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2722,haryana-rainwater-harvesting-ground-water-recharge-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2723,haryana-rainwater-harvesting-ground-water-recharge-grant,Electricity / Property Bill,1,Official Electricity / Property Bill for verification
2724,haryana-rainwater-harvesting-ground-water-recharge-grant,Bank Passbook,1,Official Bank Passbook for verification
2725,haryana-bio-gas-cattle-dung-renewable-plant-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2726,haryana-bio-gas-cattle-dung-renewable-plant-subsidy,Electricity / Property Bill,1,Official Electricity / Property Bill for verification
2727,haryana-bio-gas-cattle-dung-renewable-plant-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2728,haryana-phase-2-kisan-samriddhi-crop-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2729,haryana-phase-2-kisan-samriddhi-crop-assistance,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2730,haryana-phase-2-kisan-samriddhi-crop-assistance,Bank Passbook,1,Official Bank Passbook for verification
2731,haryana-phase-2-solar-krishi-pump-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2732,haryana-phase-2-solar-krishi-pump-subsidy,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2733,haryana-phase-2-solar-krishi-pump-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2734,haryana-phase-2-horticulture-drip-irrigation-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2735,haryana-phase-2-horticulture-drip-irrigation-grant,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2736,haryana-phase-2-horticulture-drip-irrigation-grant,Bank Passbook,1,Official Bank Passbook for verification
2737,haryana-phase-2-dairy-cattle-development-incentive,Aadhaar Card,1,Official Aadhaar Card for verification
2738,haryana-phase-2-dairy-cattle-development-incentive,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2739,haryana-phase-2-dairy-cattle-development-incentive,Bank Passbook,1,Official Bank Passbook for verification
2740,haryana-phase-2-fodder-cultivation-animal-care-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2741,haryana-phase-2-fodder-cultivation-animal-care-grant,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2742,haryana-phase-2-fodder-cultivation-animal-care-grant,Bank Passbook,1,Official Bank Passbook for verification
2743,haryana-phase-2-fisheries-pond-biofloc-support,Aadhaar Card,1,Official Aadhaar Card for verification
2744,haryana-phase-2-fisheries-pond-biofloc-support,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2745,haryana-phase-2-fisheries-pond-biofloc-support,Bank Passbook,1,Official Bank Passbook for verification
2746,haryana-phase-2-soil-health-organic-farming-mission,Aadhaar Card,1,Official Aadhaar Card for verification
2747,haryana-phase-2-soil-health-organic-farming-mission,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2748,haryana-phase-2-soil-health-organic-farming-mission,Bank Passbook,1,Official Bank Passbook for verification
2749,haryana-phase-2-farm-mechanization-rotavator-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2750,haryana-phase-2-farm-mechanization-rotavator-subsidy,Land Revenue Passbook (Khata/Khasra),1,Official Land Revenue Passbook (Khata/Khasra) for verification
2751,haryana-phase-2-farm-mechanization-rotavator-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2752,haryana-phase-2-post-matric-merit-scholarship,Aadhaar Card,1,Official Aadhaar Card for verification
2753,haryana-phase-2-post-matric-merit-scholarship,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2754,haryana-phase-2-post-matric-merit-scholarship,Income Certificate,1,Official Income Certificate for verification
2755,haryana-phase-2-post-matric-merit-scholarship,Bank Passbook,1,Official Bank Passbook for verification
2756,haryana-phase-2-free-digital-tablet-laptop-distribution,Aadhaar Card,1,Official Aadhaar Card for verification
2757,haryana-phase-2-free-digital-tablet-laptop-distribution,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2758,haryana-phase-2-free-digital-tablet-laptop-distribution,Income Certificate,1,Official Income Certificate for verification
2759,haryana-phase-2-free-digital-tablet-laptop-distribution,Bank Passbook,1,Official Bank Passbook for verification
2760,haryana-phase-2-competitive-exam-coaching-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2761,haryana-phase-2-competitive-exam-coaching-assistance,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2762,haryana-phase-2-competitive-exam-coaching-assistance,Income Certificate,1,Official Income Certificate for verification
2763,haryana-phase-2-competitive-exam-coaching-assistance,Bank Passbook,1,Official Bank Passbook for verification
2764,haryana-phase-2-girl-child-higher-education-incentive,Aadhaar Card,1,Official Aadhaar Card for verification
2765,haryana-phase-2-girl-child-higher-education-incentive,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2766,haryana-phase-2-girl-child-higher-education-incentive,Income Certificate,1,Official Income Certificate for verification
2767,haryana-phase-2-girl-child-higher-education-incentive,Bank Passbook,1,Official Bank Passbook for verification
2768,haryana-phase-2-technical-polytechnic-skill-stipend,Aadhaar Card,1,Official Aadhaar Card for verification
2769,haryana-phase-2-technical-polytechnic-skill-stipend,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2770,haryana-phase-2-technical-polytechnic-skill-stipend,Income Certificate,1,Official Income Certificate for verification
2771,haryana-phase-2-technical-polytechnic-skill-stipend,Bank Passbook,1,Official Bank Passbook for verification
2772,haryana-phase-2-overseas-education-scholarship-for-ews,Aadhaar Card,1,Official Aadhaar Card for verification
2773,haryana-phase-2-overseas-education-scholarship-for-ews,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2774,haryana-phase-2-overseas-education-scholarship-for-ews,Income Certificate,1,Official Income Certificate for verification
2775,haryana-phase-2-overseas-education-scholarship-for-ews,Bank Passbook,1,Official Bank Passbook for verification
2776,haryana-phase-2-special-education-aid-for-divyang-students,Aadhaar Card,1,Official Aadhaar Card for verification
2777,haryana-phase-2-special-education-aid-for-divyang-students,Marksheet / Grade Certificate,1,Official Marksheet / Grade Certificate for verification
2778,haryana-phase-2-special-education-aid-for-divyang-students,Income Certificate,1,Official Income Certificate for verification
2779,haryana-phase-2-special-education-aid-for-divyang-students,Bank Passbook,1,Official Bank Passbook for verification
2780,haryana-phase-2-matru-kalyan-nutrition-dbt,Aadhaar Card,1,Official Aadhaar Card for verification
2781,haryana-phase-2-matru-kalyan-nutrition-dbt,Ration Card,1,Official Ration Card for verification
2782,haryana-phase-2-matru-kalyan-nutrition-dbt,Bank Passbook,1,Official Bank Passbook for verification
2783,haryana-phase-2-matru-kalyan-nutrition-dbt,Income Certificate,0,Official Income Certificate for verification
2784,haryana-phase-2-mahila-swavalamban-livelihood-grant,Aadhaar Card,1,Official Aadhaar Card for verification
2785,haryana-phase-2-mahila-swavalamban-livelihood-grant,Ration Card,1,Official Ration Card for verification
2786,haryana-phase-2-mahila-swavalamban-livelihood-grant,Bank Passbook,1,Official Bank Passbook for verification
2787,haryana-phase-2-mahila-swavalamban-livelihood-grant,Income Certificate,0,Official Income Certificate for verification
2788,haryana-phase-2-kanya-vivah-marriage-assistance,Aadhaar Card,1,Official Aadhaar Card for verification
2789,haryana-phase-2-kanya-vivah-marriage-assistance,Ration Card,1,Official Ration Card for verification
2790,haryana-phase-2-kanya-vivah-marriage-assistance,Bank Passbook,1,Official Bank Passbook for verification
2791,haryana-phase-2-kanya-vivah-marriage-assistance,Income Certificate,0,Official Income Certificate for verification
2792,haryana-phase-2-working-women-hostel-transport-subsidy,Aadhaar Card,1,Official Aadhaar Card for verification
2793,haryana-phase-2-working-women-hostel-transport-subsidy,Ration Card,1,Official Ration Card for verification
2794,haryana-phase-2-working-women-hostel-transport-subsidy,Bank Passbook,1,Official Bank Passbook for verification
2795,haryana-phase-2-working-women-hostel-transport-subsidy,Income Certificate,0,Official Income Certificate for verification
2796,haryana-phase-2-single-mother-destitute-women-pension,Aadhaar Card,1,Official Aadhaar Card for verification
2797,haryana-phase-2-single-mother-destitute-women-pension,Ration Card,1,Official Ration Card for verification
2798,haryana-phase-2-single-mother-destitute-women-pension,Bank Passbook,1,Official Bank Passbook for verification
2799,haryana-phase-2-single-mother-destitute-women-pension,Income Certificate,0,Official Income Certificate for verification
2800,haryana-phase-2-sukanya-samriddhi-high-interest-top-up,Aadhaar Card,1,Official Aadhaar Card for verification
2801,haryana-phase-2-sukanya-samriddhi-high-interest-top-up,Ration Card,1,Official Ration Card for verification
2802,haryana-phase-2-sukanya-samriddhi-high-interest-top-up,Bank Passbook,1,Official Bank Passbook for verification
2803,haryana-phase-2-sukanya-samriddhi-high-interest-top-up,Income Certificate,0,Official Income Certificate for verification
2804,haryana-phase-2-universal-cashless-health-insurance,Aadhaar Card,1,Official Aadhaar Card for verification
2805,haryana-phase-2-universal-cashless-health-insurance,Ration Card / Health Card,1,Official Ration Card / Health Card for verification
2806,haryana-phase-2-universal-cashless-health-insurance,Medical Prescription,1,Official Medical Prescription for verification
