id,scheme_slug,field_name,operator,rule_value,description
3065,kerala-credit-linked-capital-subsidy-for-tech-upgradation,state,eq,Kerala,Citizen state must be eq 'Kerala'
3066,kerala-credit-linked-capital-subsidy-for-tech-upgradation,occupation,eq,Business,Citizen occupation must be eq 'Business'
3067,kerala-credit-linked-capital-subsidy-for-tech-upgradation,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
3068,kerala-e-vehicle-green-mobility-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3069,kerala-e-vehicle-green-mobility-subsidy,annual_income,lte,750000,Citizen annual_income must be lte '750000'
3070,kerala-rainwater-harvesting-ground-water-recharge-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3071,kerala-rainwater-harvesting-ground-water-recharge-grant,annual_income,lte,500000,Citizen annual_income must be lte '500000'
3072,kerala-bio-gas-cattle-dung-renewable-plant-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3073,kerala-bio-gas-cattle-dung-renewable-plant-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3074,kerala-bio-gas-cattle-dung-renewable-plant-subsidy,annual_income,lte,400000,Citizen annual_income must be lte '400000'
3075,kerala-phase-2-kisan-samriddhi-crop-assistance,state,eq,Kerala,Citizen state must be eq 'Kerala'
3076,kerala-phase-2-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3077,kerala-phase-2-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
3078,kerala-phase-2-solar-krishi-pump-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3079,kerala-phase-2-solar-krishi-pump-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3080,kerala-phase-2-solar-krishi-pump-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
3081,kerala-phase-2-horticulture-drip-irrigation-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3082,kerala-phase-2-horticulture-drip-irrigation-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3083,kerala-phase-2-horticulture-drip-irrigation-grant,annual_income,lte,400000,Citizen annual_income must be lte '400000'
3084,kerala-phase-2-dairy-cattle-development-incentive,state,eq,Kerala,Citizen state must be eq 'Kerala'
3085,kerala-phase-2-dairy-cattle-development-incentive,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3086,kerala-phase-2-dairy-cattle-development-incentive,annual_income,lte,300000,Citizen annual_income must be lte '300000'
3087,kerala-phase-2-fodder-cultivation-animal-care-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3088,kerala-phase-2-fodder-cultivation-animal-care-grant,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3089,kerala-phase-2-fodder-cultivation-animal-care-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
3090,kerala-phase-2-fisheries-pond-biofloc-support,state,eq,Kerala,Citizen state must be eq 'Kerala'
3091,kerala-phase-2-fisheries-pond-biofloc-support,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3092,kerala-phase-2-fisheries-pond-biofloc-support,annual_income,lte,400000,Citizen annual_income must be lte '400000'
3093,kerala-phase-2-soil-health-organic-farming-mission,state,eq,Kerala,Citizen state must be eq 'Kerala'
3094,kerala-phase-2-soil-health-organic-farming-mission,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3095,kerala-phase-2-soil-health-organic-farming-mission,annual_income,lte,300000,Citizen annual_income must be lte '300000'
3096,kerala-phase-2-farm-mechanization-rotavator-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3097,kerala-phase-2-farm-mechanization-rotavator-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3098,kerala-phase-2-farm-mechanization-rotavator-subsidy,annual_income,lte,500000,Citizen annual_income must be lte '500000'
3099,kerala-phase-2-post-matric-merit-scholarship,state,eq,Kerala,Citizen state must be eq 'Kerala'
3100,kerala-phase-2-post-matric-merit-scholarship,occupation,eq,Student,Citizen occupation must be eq 'Student'
3101,kerala-phase-2-post-matric-merit-scholarship,annual_income,lte,250000,Citizen annual_income must be lte '250000'
3102,kerala-phase-2-free-digital-tablet-laptop-distribution,state,eq,Kerala,Citizen state must be eq 'Kerala'
3103,kerala-phase-2-free-digital-tablet-laptop-distribution,occupation,eq,Student,Citizen occupation must be eq 'Student'
3104,kerala-phase-2-free-digital-tablet-laptop-distribution,annual_income,lte,400000,Citizen annual_income must be lte '400000'
3105,kerala-phase-2-competitive-exam-coaching-assistance,state,eq,Kerala,Citizen state must be eq 'Kerala'
3106,kerala-phase-2-competitive-exam-coaching-assistance,occupation,eq,Student,Citizen occupation must be eq 'Student'
3107,kerala-phase-2-competitive-exam-coaching-assistance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
3108,kerala-phase-2-girl-child-higher-education-incentive,state,eq,Kerala,Citizen state must be eq 'Kerala'
3109,kerala-phase-2-girl-child-higher-education-incentive,occupation,eq,Student,Citizen occupation must be eq 'Student'
3110,kerala-phase-2-girl-child-higher-education-incentive,gender,eq,Female,Citizen gender must be eq 'Female'
3111,kerala-phase-2-technical-polytechnic-skill-stipend,state,eq,Kerala,Citizen state must be eq 'Kerala'
3112,kerala-phase-2-technical-polytechnic-skill-stipend,occupation,eq,Student,Citizen occupation must be eq 'Student'
3113,kerala-phase-2-technical-polytechnic-skill-stipend,annual_income,lte,300000,Citizen annual_income must be lte '300000'
3114,kerala-phase-2-overseas-education-scholarship-for-ews,state,eq,Kerala,Citizen state must be eq 'Kerala'
3115,kerala-phase-2-overseas-education-scholarship-for-ews,occupation,eq,Student,Citizen occupation must be eq 'Student'
3116,kerala-phase-2-overseas-education-scholarship-for-ews,annual_income,lte,800000,Citizen annual_income must be lte '800000'
3117,kerala-phase-2-special-education-aid-for-divyang-students,state,eq,Kerala,Citizen state must be eq 'Kerala'
3118,kerala-phase-2-special-education-aid-for-divyang-students,occupation,eq,Student,Citizen occupation must be eq 'Student'
3119,kerala-phase-2-special-education-aid-for-divyang-students,annual_income,lte,350000,Citizen annual_income must be lte '350000'
3120,kerala-phase-2-matru-kalyan-nutrition-dbt,state,eq,Kerala,Citizen state must be eq 'Kerala'
3121,kerala-phase-2-matru-kalyan-nutrition-dbt,gender,eq,Female,Citizen gender must be eq 'Female'
3122,kerala-phase-2-mahila-swavalamban-livelihood-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3123,kerala-phase-2-mahila-swavalamban-livelihood-grant,gender,eq,Female,Citizen gender must be eq 'Female'
3124,kerala-phase-2-kanya-vivah-marriage-assistance,state,eq,Kerala,Citizen state must be eq 'Kerala'
3125,kerala-phase-2-kanya-vivah-marriage-assistance,gender,eq,Female,Citizen gender must be eq 'Female'
3126,kerala-phase-2-working-women-hostel-transport-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3127,kerala-phase-2-working-women-hostel-transport-subsidy,gender,eq,Female,Citizen gender must be eq 'Female'
3128,kerala-phase-2-single-mother-destitute-women-pension,state,eq,Kerala,Citizen state must be eq 'Kerala'
3129,kerala-phase-2-single-mother-destitute-women-pension,gender,eq,Female,Citizen gender must be eq 'Female'
3130,kerala-phase-2-sukanya-samriddhi-high-interest-top-up,state,eq,Kerala,Citizen state must be eq 'Kerala'
3131,kerala-phase-2-sukanya-samriddhi-high-interest-top-up,gender,eq,Female,Citizen gender must be eq 'Female'
3132,kerala-phase-2-universal-cashless-health-insurance,state,eq,Kerala,Citizen state must be eq 'Kerala'
3133,kerala-phase-2-universal-cashless-health-insurance,annual_income,lte,500000,Citizen annual_income must be lte '500000'
3134,kerala-phase-2-critical-illness-relief-fund-cancer-kidney,state,eq,Kerala,Citizen state must be eq 'Kerala'
3135,kerala-phase-2-critical-illness-relief-fund-cancer-kidney,annual_income,lte,300000,Citizen annual_income must be lte '300000'
3136,kerala-phase-2-free-diagnostic-tests-medicine-scheme,state,eq,Kerala,Citizen state must be eq 'Kerala'
3137,kerala-phase-2-free-diagnostic-tests-medicine-scheme,annual_income,lte,400000,Citizen annual_income must be lte '400000'
3138,kerala-phase-2-senior-citizen-specialized-geriatric-care,state,eq,Kerala,Citizen state must be eq 'Kerala'
3139,kerala-phase-2-senior-citizen-specialized-geriatric-care,age,gte,60,Citizen age must be gte '60'
3140,kerala-phase-2-emergency-accidental-trauma-insurance,state,eq,Kerala,Citizen state must be eq 'Kerala'
3141,kerala-phase-2-emergency-accidental-trauma-insurance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
3142,kerala-phase-2-old-age-social-security-pension,state,eq,Kerala,Citizen state must be eq 'Kerala'
3143,kerala-phase-2-old-age-social-security-pension,age,gte,60,Citizen age must be gte '60'
3144,kerala-phase-2-divyangjan-disability-monthly-pension,state,eq,Kerala,Citizen state must be eq 'Kerala'
3145,kerala-phase-2-divyangjan-disability-monthly-pension,annual_income,lte,250000,Citizen annual_income must be lte '250000'
3146,kerala-phase-2-antyodaya-subsidized-food-security,state,eq,Kerala,Citizen state must be eq 'Kerala'
3147,kerala-phase-2-antyodaya-subsidized-food-security,annual_income,lte,100000,Citizen annual_income must be lte '100000'
3148,kerala-phase-2-sanitation-workers-rehabilitation-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3149,kerala-phase-2-sanitation-workers-rehabilitation-grant,occupation,eq,Daily Wage,Citizen occupation must be eq 'Daily Wage'
3150,kerala-phase-2-sanitation-workers-rehabilitation-grant,annual_income,lte,200000,Citizen annual_income must be lte '200000'
3151,kerala-phase-2-tribal-livelihood-forest-produce-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3152,kerala-phase-2-tribal-livelihood-forest-produce-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
3153,kerala-phase-2-tribal-livelihood-forest-produce-grant,annual_income,lte,250000,Citizen annual_income must be lte '250000'
3154,kerala-phase-2-youth-apprenticeship-monthly-stipend,state,eq,Kerala,Citizen state must be eq 'Kerala'
3155,kerala-phase-2-youth-apprenticeship-monthly-stipend,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
3156,kerala-phase-2-youth-apprenticeship-monthly-stipend,age,between,18-29,Citizen age must be between '18-29'
3157,kerala-phase-2-artisan-craftsman-modern-tool-kit-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3158,kerala-phase-2-artisan-craftsman-modern-tool-kit-grant,occupation,eq,Artisan,Citizen occupation must be eq 'Artisan'
3159,kerala-phase-2-artisan-craftsman-modern-tool-kit-grant,annual_income,lte,300000,Citizen annual_income must be lte '300000'
3160,kerala-phase-2-rural-youth-driving-heavy-machinery-training,state,eq,Kerala,Citizen state must be eq 'Kerala'
3161,kerala-phase-2-rural-youth-driving-heavy-machinery-training,occupation,eq,Unemployed,Citizen occupation must be eq 'Unemployed'
3162,kerala-phase-2-rural-youth-driving-heavy-machinery-training,age,between,18-35,Citizen age must be between '18-35'
3163,kerala-phase-2-it-emerging-tech-bootcamp-voucher,state,eq,Kerala,Citizen state must be eq 'Kerala'
3164,kerala-phase-2-it-emerging-tech-bootcamp-voucher,occupation,eq,Student,Citizen occupation must be eq 'Student'
3165,kerala-phase-2-it-emerging-tech-bootcamp-voucher,annual_income,lte,500000,Citizen annual_income must be lte '500000'
3166,kerala-phase-2-self-employment-micro-credit-guarantee,state,eq,Kerala,Citizen state must be eq 'Kerala'
3167,kerala-phase-2-self-employment-micro-credit-guarantee,occupation,eq,Self-Employed,Citizen occupation must be eq 'Self-Employed'
3168,kerala-phase-2-self-employment-micro-credit-guarantee,annual_income,lte,400000,Citizen annual_income must be lte '400000'
3169,kerala-phase-2-pucca-house-construction-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3170,kerala-phase-2-pucca-house-construction-subsidy,annual_income,lte,250000,Citizen annual_income must be lte '250000'
3171,kerala-phase-2-rooftop-solar-green-energy-assistance,state,eq,Kerala,Citizen state must be eq 'Kerala'
3172,kerala-phase-2-rooftop-solar-green-energy-assistance,annual_income,lte,600000,Citizen annual_income must be lte '600000'
3173,kerala-phase-2-slum-rehabilitation-ews-flat-allocation,state,eq,Kerala,Citizen state must be eq 'Kerala'
3174,kerala-phase-2-slum-rehabilitation-ews-flat-allocation,annual_income,lte,200000,Citizen annual_income must be lte '200000'
3175,kerala-phase-2-rural-toilet-water-tap-incentive,state,eq,Kerala,Citizen state must be eq 'Kerala'
3176,kerala-phase-2-rural-toilet-water-tap-incentive,annual_income,lte,200000,Citizen annual_income must be lte '200000'
3177,kerala-phase-2-micro-enterprise-collateral-free-loan,state,eq,Kerala,Citizen state must be eq 'Kerala'
3178,kerala-phase-2-micro-enterprise-collateral-free-loan,occupation,eq,Business,Citizen occupation must be eq 'Business'
3179,kerala-phase-2-micro-enterprise-collateral-free-loan,annual_income,lte,800000,Citizen annual_income must be lte '800000'
3180,kerala-phase-2-women-entrepreneur-startup-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3181,kerala-phase-2-women-entrepreneur-startup-grant,occupation,eq,Business,Citizen occupation must be eq 'Business'
3182,kerala-phase-2-women-entrepreneur-startup-grant,gender,eq,Female,Citizen gender must be eq 'Female'
3183,kerala-phase-2-export-promotion-quality-certification-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3184,kerala-phase-2-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
3185,kerala-phase-2-export-promotion-quality-certification-subsidy,occupation,eq,Business,Citizen occupation must be eq 'Business'
3186,kerala-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,state,eq,Kerala,Citizen state must be eq 'Kerala'
3187,kerala-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,occupation,eq,Business,Citizen occupation must be eq 'Business'
3188,kerala-phase-2-credit-linked-capital-subsidy-for-tech-upgradation,annual_income,lte,1000000,Citizen annual_income must be lte '1000000'
3189,kerala-phase-2-e-vehicle-green-mobility-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3190,kerala-phase-2-e-vehicle-green-mobility-subsidy,annual_income,lte,750000,Citizen annual_income must be lte '750000'
3191,kerala-phase-2-rainwater-harvesting-ground-water-recharge-grant,state,eq,Kerala,Citizen state must be eq 'Kerala'
3192,kerala-phase-2-rainwater-harvesting-ground-water-recharge-grant,annual_income,lte,500000,Citizen annual_income must be lte '500000'
3193,kerala-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
3194,kerala-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3195,kerala-phase-2-bio-gas-cattle-dung-renewable-plant-subsidy,annual_income,lte,400000,Citizen annual_income must be lte '400000'
3196,kerala-phase-3-kisan-samriddhi-crop-assistance,state,eq,Kerala,Citizen state must be eq 'Kerala'
3197,kerala-phase-3-kisan-samriddhi-crop-assistance,occupation,eq,Farmer,Citizen occupation must be eq 'Farmer'
3198,kerala-phase-3-kisan-samriddhi-crop-assistance,annual_income,lte,300000,Citizen annual_income must be lte '300000'
3199,kerala-phase-3-solar-krishi-pump-subsidy,state,eq,Kerala,Citizen state must be eq 'Kerala'
